file,type,pdbid,ff,md_or_mini,solvation,free_energy,interior_dielectric,pKa,score_avg,score_std,num_frame,comment
/home/dejun/workspace/NLmmgbsa/results/dna/6SX3/OL15/no/explicit/gbsa2_1/FINAL_RESULTS_MMPBSA.dat,dna,6SX3,OL15,no,explicit,gbsa2,1,5.15490196,-53.193,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/6SX3/OL15/no/explicit/gbsa2_2/FINAL_RESULTS_MMPBSA.dat,dna,6SX3,OL15,no,explicit,gbsa2,2,5.15490196,-70.7233,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/6SX3/OL15/no/explicit/gbsa2_4/FINAL_RESULTS_MMPBSA.dat,dna,6SX3,OL15,no,explicit,gbsa2,4,5.15490196,-79.4885,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/6SX3/OL15/no/explicit/gbsa2_8/FINAL_RESULTS_MMPBSA.dat,dna,6SX3,OL15,no,explicit,gbsa2,8,5.15490196,-83.8711,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/6SX3/OL15/no/explicit/gbsa2_12/FINAL_RESULTS_MMPBSA.dat,dna,6SX3,OL15,no,explicit,gbsa2,12,5.15490196,-85.3321,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/6SX3/OL15/no/explicit/gbsa2_16/FINAL_RESULTS_MMPBSA.dat,dna,6SX3,OL15,no,explicit,gbsa2,16,5.15490196,-86.0625,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/6SX3/OL15/no/explicit/gbsa2_20/FINAL_RESULTS_MMPBSA.dat,dna,6SX3,OL15,no,explicit,gbsa2,20,5.15490196,-86.5007,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/6SX3/OL15/no/explicit/gbsa5_1/FINAL_RESULTS_MMPBSA.dat,dna,6SX3,OL15,no,explicit,gbsa5,1,5.15490196,-55.3179,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/6SX3/OL15/no/explicit/gbsa5_2/FINAL_RESULTS_MMPBSA.dat,dna,6SX3,OL15,no,explicit,gbsa5,2,5.15490196,-71.7723,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/6SX3/OL15/no/explicit/gbsa5_4/FINAL_RESULTS_MMPBSA.dat,dna,6SX3,OL15,no,explicit,gbsa5,4,5.15490196,-79.9995,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/6SX3/OL15/no/explicit/gbsa5_8/FINAL_RESULTS_MMPBSA.dat,dna,6SX3,OL15,no,explicit,gbsa5,8,5.15490196,-84.1132,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/6SX3/OL15/no/explicit/gbsa5_12/FINAL_RESULTS_MMPBSA.dat,dna,6SX3,OL15,no,explicit,gbsa5,12,5.15490196,-85.4845,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/6SX3/OL15/no/explicit/gbsa5_16/FINAL_RESULTS_MMPBSA.dat,dna,6SX3,OL15,no,explicit,gbsa5,16,5.15490196,-86.1701,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/6SX3/OL15/no/explicit/gbsa5_20/FINAL_RESULTS_MMPBSA.dat,dna,6SX3,OL15,no,explicit,gbsa5,20,5.15490196,-86.5813,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/6SX3/OL15/no/explicit/gbsa7_1/FINAL_RESULTS_MMPBSA.dat,dna,6SX3,OL15,no,explicit,gbsa7,1,5.15490196,-44.0821,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/6SX3/OL15/no/explicit/gbsa7_2/FINAL_RESULTS_MMPBSA.dat,dna,6SX3,OL15,no,explicit,gbsa7,2,5.15490196,-66.2254,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/6SX3/OL15/no/explicit/gbsa7_4/FINAL_RESULTS_MMPBSA.dat,dna,6SX3,OL15,no,explicit,gbsa7,4,5.15490196,-77.2971,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/6SX3/OL15/no/explicit/gbsa7_8/FINAL_RESULTS_MMPBSA.dat,dna,6SX3,OL15,no,explicit,gbsa7,8,5.15490196,-82.8331,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/6SX3/OL15/no/explicit/gbsa7_12/FINAL_RESULTS_MMPBSA.dat,dna,6SX3,OL15,no,explicit,gbsa7,12,5.15490196,-84.6785,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/6SX3/OL15/no/explicit/gbsa7_16/FINAL_RESULTS_MMPBSA.dat,dna,6SX3,OL15,no,explicit,gbsa7,16,5.15490196,-85.6011,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/6SX3/OL15/no/explicit/gbsa7_20/FINAL_RESULTS_MMPBSA.dat,dna,6SX3,OL15,no,explicit,gbsa7,20,5.15490196,-86.1547,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/6SX3/OL15/no/explicit/gbsa8_1/FINAL_RESULTS_MMPBSA.dat,dna,6SX3,OL15,no,explicit,gbsa8,1,5.15490196,-35.6479,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/6SX3/OL15/no/explicit/gbsa8_2/FINAL_RESULTS_MMPBSA.dat,dna,6SX3,OL15,no,explicit,gbsa8,2,5.15490196,-62.0618,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/6SX3/OL15/no/explicit/gbsa8_4/FINAL_RESULTS_MMPBSA.dat,dna,6SX3,OL15,no,explicit,gbsa8,4,5.15490196,-75.2687,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/6SX3/OL15/no/explicit/gbsa8_8/FINAL_RESULTS_MMPBSA.dat,dna,6SX3,OL15,no,explicit,gbsa8,8,5.15490196,-81.8723,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/6SX3/OL15/no/explicit/gbsa8_12/FINAL_RESULTS_MMPBSA.dat,dna,6SX3,OL15,no,explicit,gbsa8,12,5.15490196,-84.0735,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/6SX3/OL15/no/explicit/gbsa8_16/FINAL_RESULTS_MMPBSA.dat,dna,6SX3,OL15,no,explicit,gbsa8,16,5.15490196,-85.1741,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/6SX3/OL15/no/explicit/gbsa8_20/FINAL_RESULTS_MMPBSA.dat,dna,6SX3,OL15,no,explicit,gbsa8,20,5.15490196,-85.8344,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/6SX3/OL15/no/explicit/pbsa_1/FINAL_RESULTS_MMPBSA.dat,dna,6SX3,OL15,no,explicit,pbsa,1,5.15490196,11.6418,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/6SX3/OL15/no/explicit/pbsa_2/FINAL_RESULTS_MMPBSA.dat,dna,6SX3,OL15,no,explicit,pbsa,2,5.15490196,-18.8458,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/6SX3/OL15/no/explicit/pbsa_4/FINAL_RESULTS_MMPBSA.dat,dna,6SX3,OL15,no,explicit,pbsa,4,5.15490196,-34.0915,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/6SX3/OL15/no/explicit/pbsa_8/FINAL_RESULTS_MMPBSA.dat,dna,6SX3,OL15,no,explicit,pbsa,8,5.15490196,-41.5805,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/6SX3/OL15/no/explicit/pbsa_12/FINAL_RESULTS_MMPBSA.dat,dna,6SX3,OL15,no,explicit,pbsa,12,5.15490196,-44.0034,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/6SX3/OL15/no/explicit/pbsa_16/FINAL_RESULTS_MMPBSA.dat,dna,6SX3,OL15,no,explicit,pbsa,16,5.15490196,-45.2175,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/6SX3/OL15/no/explicit/pbsa_20/FINAL_RESULTS_MMPBSA.dat,dna,6SX3,OL15,no,explicit,pbsa,20,5.15490196,-45.9251,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/md/implicit7/gbsa1_1/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,md,implicit7,gbsa1,1,5.13076828,-59.6584,12.8349,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/md/implicit7/gbsa1_2/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,md,implicit7,gbsa1,2,5.13076828,-62.8927,11.4779,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/md/implicit7/gbsa1_4/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,md,implicit7,gbsa1,4,5.13076828,-64.5099,11.0848,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/md/implicit7/gbsa1_8/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,md,implicit7,gbsa1,8,5.13076828,-65.3185,10.9702,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/md/implicit7/gbsa1_12/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,md,implicit7,gbsa1,12,5.13076828,-65.588,10.9446,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/md/implicit7/gbsa1_16/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,md,implicit7,gbsa1,16,5.13076828,-65.7228,10.9342,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/md/implicit7/gbsa1_20/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,md,implicit7,gbsa1,20,5.13076828,-65.8037,10.9288,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/md/implicit7/gbsa2_1/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,md,implicit7,gbsa2,1,5.13076828,-48.182,11.4067,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/md/implicit7/gbsa2_2/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,md,implicit7,gbsa2,2,5.13076828,-57.2272,10.7286,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/md/implicit7/gbsa2_4/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,md,implicit7,gbsa2,4,5.13076828,-61.7498,10.7181,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/md/implicit7/gbsa2_8/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,md,implicit7,gbsa2,8,5.13076828,-64.0111,10.7974,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/md/implicit7/gbsa2_12/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,md,implicit7,gbsa2,12,5.13076828,-64.7649,10.8361,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/md/implicit7/gbsa2_16/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,md,implicit7,gbsa2,16,5.13076828,-65.1417,10.8578,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/md/implicit7/gbsa2_20/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,md,implicit7,gbsa2,20,5.13076828,-65.3679,10.8715,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/md/implicit7/gbsa5_1/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,md,implicit7,gbsa5,1,5.13076828,-51.2449,12.997,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/md/implicit7/gbsa5_2/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,md,implicit7,gbsa5,2,5.13076828,-58.7393,11.4094,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/md/implicit7/gbsa5_4/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,md,implicit7,gbsa5,4,5.13076828,-62.4864,11.0102,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/md/implicit7/gbsa5_8/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,md,implicit7,gbsa5,8,5.13076828,-64.36,10.9249,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/md/implicit7/gbsa5_12/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,md,implicit7,gbsa5,12,5.13076828,-64.9846,10.9141,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/md/implicit7/gbsa5_16/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,md,implicit7,gbsa5,16,5.13076828,-65.2968,10.912,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/md/implicit7/gbsa5_20/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,md,implicit7,gbsa5,20,5.13076828,-65.4842,10.9117,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/md/implicit7/gbsa7_1/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,md,implicit7,gbsa7,1,5.13076828,-47.0296,11.4001,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/md/implicit7/gbsa7_2/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,md,implicit7,gbsa7,2,5.13076828,-56.6583,10.538,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/md/implicit7/gbsa7_4/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,md,implicit7,gbsa7,4,5.13076828,-61.4726,10.5798,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/md/implicit7/gbsa7_8/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,md,implicit7,gbsa7,8,5.13076828,-63.8798,10.7219,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/md/implicit7/gbsa7_12/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,md,implicit7,gbsa7,12,5.13076828,-64.6822,10.7866,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/md/implicit7/gbsa7_16/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,md,implicit7,gbsa7,16,5.13076828,-65.0834,10.8221,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/md/implicit7/gbsa7_20/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,md,implicit7,gbsa7,20,5.13076828,-65.3241,10.8445,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/md/implicit7/gbsa8_1/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,md,implicit7,gbsa8,1,5.13076828,-53.4062,11.9622,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/md/implicit7/gbsa8_2/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,md,implicit7,gbsa8,2,5.13076828,-59.8062,10.936,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/md/implicit7/gbsa8_4/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,md,implicit7,gbsa8,4,5.13076828,-63.0062,10.7981,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/md/implicit7/gbsa8_8/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,md,implicit7,gbsa8,8,5.13076828,-64.6062,10.83,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/md/implicit7/gbsa8_12/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,md,implicit7,gbsa8,12,5.13076828,-65.1396,10.8555,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/md/implicit7/gbsa8_16/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,md,implicit7,gbsa8,16,5.13076828,-65.4062,10.8711,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/md/implicit7/gbsa8_20/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,md,implicit7,gbsa8,20,5.13076828,-65.5662,10.8813,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/md/implicit7/pbsa_1/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,md,implicit7,pbsa,1,5.13076828,-1.4132,7.8344,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/md/implicit7/pbsa_2/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,md,implicit7,pbsa,2,5.13076828,-13.7211,6.6363,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/md/implicit7/pbsa_4/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,md,implicit7,pbsa,4,5.13076828,-20.1682,6.7112,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/md/implicit7/pbsa_8/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,md,implicit7,pbsa,8,5.13076828,-23.6384,6.9276,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/md/implicit7/pbsa_12/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,md,implicit7,pbsa,12,5.13076828,-24.9014,7.0308,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/md/implicit7/pbsa_16/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,md,implicit7,pbsa,16,5.13076828,-25.5937,7.0899,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/md/implicit7/pbsa_20/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,md,implicit7,pbsa,20,5.13076828,-26.0432,7.1233,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/no/implicit7/gbsa1_1/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,no,implicit7,gbsa1,1,5.13076828,-71.311,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/no/implicit7/gbsa1_2/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,no,implicit7,gbsa1,2,5.13076828,-79.5757,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/no/implicit7/gbsa1_4/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,no,implicit7,gbsa1,4,5.13076828,-83.7082,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/no/implicit7/gbsa1_8/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,no,implicit7,gbsa1,8,5.13076828,-85.7745,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/no/implicit7/gbsa1_12/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,no,implicit7,gbsa1,12,5.13076828,-86.4631,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/no/implicit7/gbsa1_16/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,no,implicit7,gbsa1,16,5.13076828,-86.8075,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/no/implicit7/gbsa1_20/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,no,implicit7,gbsa1,20,5.13076828,-87.0142,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/no/implicit7/gbsa2_1/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,no,implicit7,gbsa2,1,5.13076828,-58.0983,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/no/implicit7/gbsa2_2/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,no,implicit7,gbsa2,2,5.13076828,-73.0529,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/no/implicit7/gbsa2_4/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,no,implicit7,gbsa2,4,5.13076828,-80.5304,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/no/implicit7/gbsa2_8/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,no,implicit7,gbsa2,8,5.13076828,-84.2693,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/no/implicit7/gbsa2_12/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,no,implicit7,gbsa2,12,5.13076828,-85.5154,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/no/implicit7/gbsa2_16/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,no,implicit7,gbsa2,16,5.13076828,-86.1385,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/no/implicit7/gbsa2_20/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,no,implicit7,gbsa2,20,5.13076828,-86.5124,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/no/implicit7/gbsa5_1/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,no,implicit7,gbsa5,1,5.13076828,-62.6076,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/no/implicit7/gbsa5_2/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,no,implicit7,gbsa5,2,5.13076828,-75.279,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/no/implicit7/gbsa5_4/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,no,implicit7,gbsa5,4,5.13076828,-81.615,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/no/implicit7/gbsa5_8/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,no,implicit7,gbsa5,8,5.13076828,-84.7829,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/no/implicit7/gbsa5_12/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,no,implicit7,gbsa5,12,5.13076828,-85.8388,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/no/implicit7/gbsa5_16/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,no,implicit7,gbsa5,16,5.13076828,-86.3669,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/no/implicit7/gbsa5_20/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,no,implicit7,gbsa5,20,5.13076828,-86.6837,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/no/implicit7/gbsa7_1/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,no,implicit7,gbsa7,1,5.13076828,-51.2023,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/no/implicit7/gbsa7_2/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,no,implicit7,gbsa7,2,5.13076828,-69.6485,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/no/implicit7/gbsa7_4/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,no,implicit7,gbsa7,4,5.13076828,-78.8718,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/no/implicit7/gbsa7_8/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,no,implicit7,gbsa7,8,5.13076828,-83.4837,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/no/implicit7/gbsa7_12/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,no,implicit7,gbsa7,12,5.13076828,-85.0207,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/no/implicit7/gbsa7_16/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,no,implicit7,gbsa7,16,5.13076828,-85.7894,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/no/implicit7/gbsa7_20/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,no,implicit7,gbsa7,20,5.13076828,-86.2505,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/no/implicit7/gbsa8_1/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,no,implicit7,gbsa8,1,5.13076828,-58.2455,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/no/implicit7/gbsa8_2/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,no,implicit7,gbsa8,2,5.13076828,-73.1255,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/no/implicit7/gbsa8_4/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,no,implicit7,gbsa8,4,5.13076828,-80.5659,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/no/implicit7/gbsa8_8/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,no,implicit7,gbsa8,8,5.13076828,-84.286,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/no/implicit7/gbsa8_12/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,no,implicit7,gbsa8,12,5.13076828,-85.5259,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/2MB3/ff99bsc0/no/implicit7/gbsa8_16/FINAL_RESULTS_MMPBSA.dat,dna,2MB3,ff99bsc0,no,implicit7,gbsa8,16,5.13076828,-86.146,0.0,1.0,sl
